"ACC_LDA","ACC_LDA_sd","ACC_QDA","ACC_QDA_sd","ACC_EDDA","ACC_EDDA_sd","MSE","CSE_LDA","CSE_QDA","CSE_EDDA"
0.890980392156863,0.0465626773225325,0.889411764705882,0.0471654121677293,0.890980392156863,0.0465626773225325,0.214218179062011,0.106903697936145,0.360853653166569,0.113519910770163
0.723921568627451,0.128475886460273,0.690588235294118,0.129476622887795,0.663529411764706,0.108078247844701,1.36032474382661,3.22440115946226,4.65138142330195,4.62758425380602
0.733333333333334,0.145118586520881,0.705490196078432,0.0905494409100746,0.673333333333334,0.126243860285583,1.2990349368088,3.15250152939955,4.54802056707767,4.52314342446338
0.709411764705883,0.110115746567134,0.669803921568628,0.113392455754171,0.643921568627451,0.111085529307187,1.35812801239068,3.21382357389183,4.63094711570425,4.60811318640845
0.745490196078432,0.117011086161837,0.694117647058824,0.103830548979555,0.676470588235294,0.101711919637901,1.30562059400416,3.15680250957431,4.55627173042056,4.52946181893988
0.632941176470589,0.14189493054928,0.590588235294118,0.115807954130771,0.568627450980392,0.128973270960463,1.57589184949102,3.46935216309448,4.97419292007454,4.97264225813378
0.67764705882353,0.170576966046522,0.601960784313726,0.137924963631487,0.58078431372549,0.156306034919287,1.56310640607552,3.45954516125475,5.00329711279048,4.95503552637704
0.647058823529412,0.132158275765663,0.57921568627451,0.120037734653497,0.562352941176471,0.114568223352294,1.57264113260638,3.45816016283081,4.96238601006284,4.95525610738166
0.758039215686275,0.0764669969709046,0.74,0.0808752892012927,0.758039215686275,0.0764669969709046,1.36585118404351,4.69903896131337,4.69949062984539,4.69903896131337
0.764705882352941,0.074004732849428,0.743529411764706,0.0846698602877983,0.764705882352941,0.074004732849428,1.33894221777473,4.64866592760351,4.65008402609647,4.64866592760351
0.749411764705883,0.0724283304453637,0.744313725490196,0.0818540884832667,0.749411764705883,0.0724283304453637,1.39034737627702,4.73768901420881,4.7373367676149,4.73768901420881
0.754901960784314,0.0692109193311252,0.74,0.0841092096944614,0.754901960784314,0.0692109193311252,1.38435489550396,4.72681555896575,4.7262469509883,4.72681555896575
0.750196078431373,0.0725928076976571,0.741568627450981,0.0819240341050394,0.750196078431373,0.0725928076976571,1.37164352629722,4.705492234575,4.70833434179053,4.705492234575
0.747843137254902,0.0691837057571522,0.741568627450981,0.0819240341050394,0.747843137254902,0.0691837057571522,1.37148024909418,4.70330105931492,4.70833434179053,4.70330105931492
